Strike,Last Price,Bid,Mid,Ask,Volume,Open Interest,Implied Volatility,Delta,Gamma,Theta,Vega,OptionType,Expiration
235.00,0.88,0.83,0.85,0.86,0,559,46.99%,-0.01,0.0001,-0.01,0.13,Put,2026-01-16
240.00,-,0.88,0.90,0.91,0,608,46.41%,-0.01,0.0001,-0.01,0.14,Put,2026-01-16
245.00,-,0.92,0.94,0.95,0,420,45.75%,-0.01,0.0001,-0.01,0.14,Put,2026-01-16
250.00,1.03,0.97,0.99,1.00,0,"1,992",45.15%,-0.01,0.0001,-0.01,0.15,Put,2026-01-16
255.00,-,1.02,1.04,1.05,0,135,44.56%,-0.01,0.0001,-0.01,0.16,Put,2026-01-16
260.00,-,1.07,1.09,1.10,0,206,43.96%,-0.01,0.0001,-0.01,0.17,Put,2026-01-16
265.00,-,1.12,1.14,1.16,0,78,43.38%,-0.01,0.0001,-0.01,0.17,Put,2026-01-16
270.00,-,1.18,1.19,1.21,0,276,42.80%,-0.01,0.0001,-0.01,0.18,Put,2026-01-16
275.00,-,1.24,1.26,1.27,0,362,42.26%,-0.01,0.0001,-0.01,0.19,Put,2026-01-16
280.00,-,1.30,1.32,1.33,0,178,41.69%,-0.01,0.0002,-0.01,0.20,Put,2026-01-16
285.00,1.32,1.36,1.38,1.39,0,215,41.13%,-0.01,0.0002,-0.01,0.21,Put,2026-01-16
290.00,1.51,1.42,1.44,1.46,0,191,40.58%,-0.02,0.0002,-0.01,0.22,Put,2026-01-16
295.00,1.58,1.49,1.51,1.52,0,106,40.04%,-0.02,0.0002,-0.01,0.23,Put,2026-01-16
300.00,1.65,1.56,1.58,1.59,0,"3,864",39.50%,-0.02,0.0002,-0.01,0.24,Put,2026-01-16
305.00,-,1.63,1.65,1.66,0,222,38.97%,-0.02,0.0002,-0.01,0.25,Put,2026-01-16
310.00,-,1.70,1.72,1.74,0,220,38.44%,-0.02,0.0002,-0.01,0.26,Put,2026-01-16
315.00,-,1.78,1.80,1.81,0,125,37.91%,-0.02,0.0002,-0.01,0.28,Put,2026-01-16
320.00,-,1.86,1.88,1.89,0,417,37.40%,-0.02,0.0002,-0.02,0.29,Put,2026-01-16
325.00,1.95,1.94,1.96,1.98,0,"1,760",36.90%,-0.02,0.0003,-0.02,0.30,Put,2026-01-16
330.00,2.09,2.02,2.04,2.06,0,"2,661",36.37%,-0.02,0.0003,-0.02,0.31,Put,2026-01-16
335.00,-,2.11,2.13,2.15,0,611,35.88%,-0.03,0.0003,-0.02,0.33,Put,2026-01-16
340.00,2.31,2.21,2.23,2.25,0,659,35.40%,-0.03,0.0003,-0.02,0.34,Put,2026-01-16
345.00,-,2.30,2.32,2.34,0,236,34.90%,-0.03,0.0003,-0.02,0.36,Put,2026-01-16
350.00,2.46,2.40,2.43,2.45,0,"4,031",34.43%,-0.03,0.0003,-0.02,0.37,Put,2026-01-16
355.00,-,2.51,2.54,2.56,0,193,33.96%,-0.03,0.0004,-0.02,0.39,Put,2026-01-16
360.00,-,2.62,2.65,2.67,0,475,33.48%,-0.03,0.0004,-0.02,0.41,Put,2026-01-16
365.00,-,2.74,2.77,2.79,0,157,33.03%,-0.03,0.0004,-0.02,0.42,Put,2026-01-16
370.00,2.84,2.87,2.89,2.91,0,572,32.57%,-0.04,0.0004,-0.02,0.44,Put,2026-01-16
375.00,2.88,2.99,3.02,3.04,0,395,32.12%,-0.04,0.0005,-0.02,0.46,Put,2026-01-16
380.00,3.24,3.13,3.16,3.18,0,575,31.68%,-0.04,0.0005,-0.02,0.48,Put,2026-01-16
385.00,-,3.28,3.30,3.33,0,326,31.25%,-0.04,0.0005,-0.02,0.50,Put,2026-01-16
390.00,-,3.43,3.46,3.48,0,"1,768",30.82%,-0.04,0.0005,-0.02,0.52,Put,2026-01-16
395.00,-,3.59,3.62,3.64,0,"1,242",30.39%,-0.05,0.0006,-0.02,0.55,Put,2026-01-16
400.00,3.91,3.76,3.79,3.81,0,"3,102",29.97%,-0.05,0.0006,-0.02,0.57,Put,2026-01-16
405.00,3.72,3.94,3.97,3.99,0,380,29.56%,-0.05,0.0006,-0.02,0.59,Put,2026-01-16
410.00,3.96,4.12,4.15,4.18,0,"2,594",29.15%,-0.05,0.0007,-0.02,0.62,Put,2026-01-16
415.00,4.41,4.32,4.36,4.39,0,"1,728",28.75%,-0.06,0.0007,-0.02,0.65,Put,2026-01-16
420.00,4.63,4.54,4.57,4.60,0,"17,259",28.36%,-0.06,0.0008,-0.02,0.67,Put,2026-01-16
425.00,4.85,4.76,4.79,4.82,0,"2,455",27.97%,-0.06,0.0008,-0.03,0.70,Put,2026-01-16
430.00,4.90,4.99,5.03,5.06,0,"3,016",27.58%,-0.07,0.0008,-0.03,0.73,Put,2026-01-16
435.00,5.25,5.24,5.28,5.31,0,"1,341",27.20%,-0.07,0.0009,-0.03,0.76,Put,2026-01-16
440.00,5.83,5.51,5.55,5.58,0,"2,954",26.83%,-0.07,0.0009,-0.03,0.79,Put,2026-01-16
445.00,6.01,5.79,5.83,5.87,0,"2,135",26.46%,-0.08,0.0010,-0.03,0.83,Put,2026-01-16
450.00,6.33,6.09,6.13,6.17,0,"12,736",26.10%,-0.08,0.0010,-0.03,0.86,Put,2026-01-16
455.00,-,6.41,6.45,6.49,0,"2,655",25.75%,-0.09,0.0011,-0.03,0.90,Put,2026-01-16
460.00,7.01,6.75,6.79,6.83,0,"2,854",25.39%,-0.09,0.0012,-0.03,0.94,Put,2026-01-16
465.00,7.14,7.10,7.15,7.19,0,"2,478",25.04%,-0.10,0.0012,-0.03,0.97,Put,2026-01-16
470.00,7.40,7.48,7.53,7.57,0,"3,528",24.71%,-0.10,0.0013,-0.03,1.01,Put,2026-01-16
475.00,8.18,7.87,7.93,7.98,0,"13,082",24.36%,-0.11,0.0014,-0.03,1.05,Put,2026-01-16
480.00,8.65,8.31,8.36,8.40,0,"6,635",24.03%,-0.12,0.0014,-0.03,1.10,Put,2026-01-16
485.00,9.00,8.76,8.82,8.87,0,"6,323",23.71%,-0.12,0.0015,-0.03,1.14,Put,2026-01-16
490.00,9.45,9.24,9.30,9.36,0,"7,656",23.39%,-0.13,0.0016,-0.03,1.19,Put,2026-01-16
495.00,10.00,9.75,9.82,9.88,0,"6,450",23.07%,-0.14,0.0017,-0.03,1.23,Put,2026-01-16
500.00,10.66,10.31,10.37,10.43,0,"17,523",22.76%,-0.14,0.0018,-0.03,1.28,Put,2026-01-16
505.00,11.15,10.89,10.96,11.02,0,"4,384",22.45%,-0.15,0.0019,-0.03,1.33,Put,2026-01-16
510.00,11.71,11.51,11.58,11.64,0,"4,017",22.15%,-0.16,0.0020,-0.03,1.38,Put,2026-01-16
515.00,12.25,12.15,12.23,12.30,0,"3,478",21.84%,-0.17,0.0021,-0.03,1.43,Put,2026-01-16
520.00,13.43,12.86,12.93,12.99,0,"6,466",21.55%,-0.18,0.0022,-0.04,1.48,Put,2026-01-16
525.00,13.04,13.60,13.67,13.73,0,"19,897",21.25%,-0.19,0.0023,-0.04,1.53,Put,2026-01-16
530.00,14.90,14.38,14.45,14.52,0,"7,322",20.96%,-0.20,0.0024,-0.04,1.58,Put,2026-01-16
535.00,14.70,15.20,15.27,15.34,0,"9,624",20.67%,-0.21,0.0025,-0.04,1.63,Put,2026-01-16
540.00,16.58,16.05,16.13,16.21,0,"10,527",20.37%,-0.22,0.0026,-0.04,1.68,Put,2026-01-16
545.00,17.69,16.98,17.06,17.13,0,"11,915",20.09%,-0.24,0.0027,-0.04,1.73,Put,2026-01-16
550.00,18.14,17.94,18.02,18.10,0,"17,575",19.80%,-0.25,0.0029,-0.04,1.78,Put,2026-01-16
555.00,18.10,18.96,19.05,19.13,0,"10,267",19.51%,-0.26,0.0030,-0.03,1.83,Put,2026-01-16
560.00,20.19,20.04,20.13,20.21,0,"12,915",19.23%,-0.28,0.0031,-0.03,1.88,Put,2026-01-16
565.00,21.73,21.15,21.24,21.34,0,"16,257",18.93%,-0.29,0.0032,-0.03,1.93,Put,2026-01-16
570.00,22.86,22.37,22.46,22.54,0,"3,581",18.65%,-0.31,0.0034,-0.03,1.97,Put,2026-01-16
575.00,23.65,23.64,23.74,23.84,0,"3,765",18.38%,-0.32,0.0035,-0.03,2.02,Put,2026-01-16
580.00,25.12,24.99,25.09,25.19,0,"6,239",18.10%,-0.34,0.0036,-0.03,2.06,Put,2026-01-16
585.00,26.91,26.42,26.54,26.65,0,"1,964",17.83%,-0.36,0.0037,-0.03,2.10,Put,2026-01-16
590.00,28.26,27.93,28.04,28.15,0,"2,695",17.56%,-0.38,0.0038,-0.03,2.13,Put,2026-01-16
595.00,29.83,29.55,29.68,29.81,0,"5,686",17.31%,-0.40,0.0040,-0.03,2.16,Put,2026-01-16
600.00,32.02,31.27,31.40,31.53,0,"7,484",17.06%,-0.42,0.0041,-0.03,2.19,Put,2026-01-16
605.00,33.72,33.14,33.28,33.41,0,"8,294",16.84%,-0.44,0.0042,-0.02,2.21,Put,2026-01-16
610.00,36.40,35.08,35.22,35.37,0,"10,685",16.61%,-0.46,0.0042,-0.02,2.23,Put,2026-01-16
615.00,37.09,37.01,37.52,38.03,0,"4,680",16.51%,-0.48,0.0043,-0.02,2.24,Put,2026-01-16
620.00,39.23,39.29,39.98,40.67,0,"2,268",16.42%,-0.50,0.0043,-0.02,2.24,Put,2026-01-16
625.00,-,41.77,42.50,43.23,0,989,16.32%,-0.52,0.0043,-0.02,2.24,Put,2026-01-16
630.00,-,44.47,45.22,45.98,0,473,16.26%,-0.54,0.0043,-0.01,2.23,Put,2026-01-16
635.00,-,47.37,48.21,49.05,0,645,16.28%,-0.56,0.0043,-0.01,2.21,Put,2026-01-16
640.00,52.10,50.54,51.44,52.33,0,740,16.38%,-0.58,0.0042,-0.01,2.20,Put,2026-01-16
645.00,52.20,53.97,54.92,55.86,0,759,16.54%,-0.60,0.0042,-0.01,2.17,Put,2026-01-16
650.00,55.53,57.66,58.67,59.67,0,927,16.80%,-0.61,0.0041,-0.01,2.15,Put,2026-01-16
655.00,-,61.59,62.66,63.73,0,34,17.14%,-0.63,0.0039,-0.01,2.12,Put,2026-01-16
660.00,-,65.71,66.78,67.85,0,9,17.51%,-0.64,0.0038,0.00,2.10,Put,2026-01-16
665.00,-,70.10,71.22,72.34,0,35,18.01%,-0.65,0.0036,0.00,2.07,Put,2026-01-16
670.00,-,74.79,76.05,77.30,0,11,18.68%,-0.66,0.0035,0.00,2.05,Put,2026-01-16
675.00,76.00,79.69,81.00,82.30,0,1,19.40%,-0.67,0.0033,-0.01,2.04,Put,2026-01-16
680.00,-,84.68,85.99,87.30,0,0,20.12%,-0.67,0.0032,-0.01,2.02,Put,2026-01-16
685.00,-,89.68,90.99,92.30,0,0,20.83%,-0.68,0.0031,-0.01,2.01,Put,2026-01-16
690.00,-,94.67,95.99,97.30,0,0,21.53%,-0.69,0.0029,-0.01,1.99,Put,2026-01-16
695.00,-,98.44,100.38,102.31,0,0,21.92%,-0.69,0.0029,-0.01,1.97,Put,2026-01-16
700.00,-,103.43,105.37,107.31,0,1,22.59%,-0.70,0.0027,-0.01,1.96,Put,2026-01-16
705.00,-,108.43,110.37,112.31,0,0,23.26%,-0.70,0.0027,-0.01,1.95,Put,2026-01-16
710.00,-,113.43,115.37,117.31,0,0,23.92%,-0.71,0.0026,-0.01,1.94,Put,2026-01-16
715.00,-,118.43,120.36,122.29,0,0,24.56%,-0.71,0.0025,-0.01,1.93,Put,2026-01-16
720.00,-,123.43,125.36,127.29,0,0,25.21%,-0.71,0.0024,-0.01,1.92,Put,2026-01-16
725.00,-,128.42,130.36,132.29,0,0,25.84%,-0.72,0.0023,-0.01,1.91,Put,2026-01-16
730.00,-,133.42,135.36,137.30,0,0,26.47%,-0.72,0.0023,-0.01,1.90,Put,2026-01-16
735.00,-,138.41,140.35,142.29,0,0,27.09%,-0.72,0.0022,-0.01,1.89,Put,2026-01-16
740.00,-,143.41,145.34,147.27,0,0,27.70%,-0.72,0.0022,-0.01,1.88,Put,2026-01-16
745.00,-,148.41,150.34,152.27,0,0,28.30%,-0.73,0.0021,-0.01,1.87,Put,2026-01-16
750.00,-,153.41,155.35,157.29,0,0,28.91%,-0.73,0.0020,-0.01,1.87,Put,2026-01-16
755.00,-,158.40,160.34,162.28,0,0,29.50%,-0.73,0.0020,-0.02,1.86,Put,2026-01-16
760.00,-,163.41,165.35,167.28,0,0,30.09%,-0.73,0.0020,-0.02,1.85,Put,2026-01-16
765.00,-,168.41,170.34,172.27,0,0,30.67%,-0.73,0.0019,-0.02,1.85,Put,2026-01-16
770.00,-,173.40,175.34,177.28,0,0,31.25%,-0.74,0.0019,-0.02,1.84,Put,2026-01-16
775.00,-,178.41,180.35,182.28,0,0,31.83%,-0.74,0.0018,-0.02,1.83,Put,2026-01-16
780.00,-,183.41,185.35,187.28,0,0,32.39%,-0.74,0.0018,-0.02,1.83,Put,2026-01-16
785.00,-,188.41,190.34,192.27,0,0,32.95%,-0.74,0.0018,-0.02,1.82,Put,2026-01-16
790.00,-,193.40,195.34,197.27,0,0,33.50%,-0.74,0.0017,-0.02,1.82,Put,2026-01-16
795.00,-,198.41,200.35,202.28,0,0,34.06%,-0.74,0.0017,-0.02,1.81,Put,2026-01-16
800.00,-,203.40,205.34,207.27,0,0,34.60%,-0.74,0.0017,-0.02,1.81,Put,2026-01-16
805.00,-,208.40,210.34,212.28,0,0,35.14%,-0.74,0.0016,-0.02,1.80,Put,2026-01-16
810.00,-,213.40,215.34,217.27,0,0,35.68%,-0.75,0.0016,-0.02,1.80,Put,2026-01-16
815.00,-,218.40,220.34,222.28,0,0,36.21%,-0.75,0.0016,-0.02,1.80,Put,2026-01-16
820.00,-,223.40,225.34,227.27,0,0,36.74%,-0.75,0.0015,-0.02,1.79,Put,2026-01-16
825.00,-,228.40,230.34,232.27,0,0,37.27%,-0.75,0.0015,-0.02,1.79,Put,2026-01-16
830.00,-,233.40,235.34,237.28,0,0,37.79%,-0.75,0.0015,-0.02,1.78,Put,2026-01-16
835.00,-,238.40,240.34,242.28,0,0,38.31%,-0.75,0.0015,-0.03,1.78,Put,2026-01-16
840.00,-,243.40,245.34,247.28,0,0,38.82%,-0.75,0.0015,-0.03,1.78,Put,2026-01-16
295.00,-,308.02,309.95,311.87,0,17,41.72%,0.97,0.0002,-0.05,0.38,Call,2026-03-20
300.00,-,303.33,305.26,307.18,0,64,41.11%,0.97,0.0003,-0.05,0.39,Call,2026-03-20
305.00,-,298.64,300.57,302.49,0,0,40.50%,0.97,0.0003,-0.05,0.41,Call,2026-03-20
310.00,-,293.95,295.88,297.80,0,0,39.89%,0.97,0.0003,-0.05,0.42,Call,2026-03-20
315.00,-,289.27,291.20,293.12,0,20,39.31%,0.97,0.0003,-0.05,0.43,Call,2026-03-20
320.00,-,284.59,286.52,288.44,0,0,38.72%,0.97,0.0003,-0.06,0.45,Call,2026-03-20
325.00,-,279.92,281.85,283.77,0,0,38.17%,0.97,0.0003,-0.06,0.46,Call,2026-03-20
330.00,-,275.25,277.18,279.10,0,3,37.61%,0.96,0.0003,-0.06,0.48,Call,2026-03-20
335.00,-,270.58,272.51,274.43,0,2,37.05%,0.96,0.0004,-0.06,0.49,Call,2026-03-20
340.00,-,265.91,267.84,269.76,0,0,36.50%,0.96,0.0004,-0.06,0.51,Call,2026-03-20
345.00,-,261.26,263.18,265.10,0,1,35.96%,0.96,0.0004,-0.06,0.53,Call,2026-03-20
350.00,-,256.61,258.53,260.45,0,12,35.44%,0.96,0.0004,-0.06,0.54,Call,2026-03-20
355.00,-,251.96,253.89,255.81,0,1,34.93%,0.96,0.0004,-0.06,0.56,Call,2026-03-20
360.00,-,247.32,249.24,251.16,0,4,34.41%,0.96,0.0004,-0.06,0.58,Call,2026-03-20
365.00,-,242.68,244.61,246.53,0,20,33.91%,0.95,0.0005,-0.06,0.60,Call,2026-03-20
370.00,-,238.06,239.45,240.85,0,17,32.54%,0.95,0.0005,-0.06,0.59,Call,2026-03-20
375.00,-,233.44,234.84,236.24,0,0,32.10%,0.95,0.0005,-0.06,0.61,Call,2026-03-20
380.00,-,228.83,230.23,231.62,0,0,31.65%,0.95,0.0005,-0.06,0.63,Call,2026-03-20
385.00,-,224.22,225.61,226.99,0,1,31.19%,0.95,0.0006,-0.07,0.65,Call,2026-03-20
390.00,-,219.63,221.01,222.38,0,11,30.75%,0.95,0.0006,-0.07,0.68,Call,2026-03-20
395.00,-,215.04,216.42,217.79,0,0,30.32%,0.94,0.0006,-0.07,0.70,Call,2026-03-20
400.00,-,210.47,211.83,213.20,0,34,29.90%,0.94,0.0006,-0.07,0.73,Call,2026-03-20
405.00,-,205.90,207.27,208.63,0,1,29.48%,0.94,0.0007,-0.07,0.75,Call,2026-03-20
410.00,-,201.35,202.70,204.06,0,2,29.06%,0.93,0.0007,-0.07,0.78,Call,2026-03-20
415.00,-,196.81,198.17,199.53,0,0,28.68%,0.93,0.0007,-0.07,0.81,Call,2026-03-20
420.00,-,192.28,193.64,194.99,0,0,28.28%,0.93,0.0008,-0.07,0.84,Call,2026-03-20
425.00,192.50,187.76,189.10,190.44,0,208,27.87%,0.92,0.0008,-0.07,0.87,Call,2026-03-20
430.00,-,183.26,184.60,185.93,0,3,27.49%,0.92,0.0009,-0.07,0.90,Call,2026-03-20
435.00,-,178.77,180.10,181.43,0,5,27.11%,0.92,0.0009,-0.08,0.93,Call,2026-03-20
440.00,-,174.30,175.62,176.94,0,0,26.74%,0.91,0.0010,-0.08,0.97,Call,2026-03-20
445.00,-,169.84,171.16,172.48,0,9,26.37%,0.91,0.0010,-0.08,1.00,Call,2026-03-20
450.00,-,165.41,166.72,168.02,0,111,26.01%,0.90,0.0011,-0.08,1.04,Call,2026-03-20
455.00,162.16,160.99,162.30,163.61,0,11,25.66%,0.90,0.0011,-0.08,1.08,Call,2026-03-20
460.00,-,156.59,157.89,159.19,0,25,25.31%,0.89,0.0012,-0.08,1.12,Call,2026-03-20
465.00,-,152.21,153.50,154.79,0,1,24.96%,0.89,0.0012,-0.08,1.16,Call,2026-03-20
470.00,-,147.85,149.14,150.42,0,12,24.62%,0.88,0.0013,-0.08,1.20,Call,2026-03-20
475.00,-,143.51,144.79,146.07,0,13,24.27%,0.88,0.0014,-0.08,1.24,Call,2026-03-20
480.00,144.42,139.20,140.47,141.74,0,33,23.94%,0.87,0.0014,-0.08,1.28,Call,2026-03-20
485.00,-,134.91,136.18,137.45,0,3,23.62%,0.87,0.0015,-0.08,1.33,Call,2026-03-20
490.00,136.10,130.66,131.92,133.18,0,23,23.30%,0.86,0.0016,-0.09,1.37,Call,2026-03-20
495.00,131.62,126.44,127.70,128.95,0,11,22.98%,0.85,0.0016,-0.09,1.42,Call,2026-03-20
500.00,123.59,122.28,123.50,124.72,0,17,22.68%,0.84,0.0017,-0.09,1.47,Call,2026-03-20
505.00,-,118.15,119.35,120.54,0,22,22.38%,0.84,0.0018,-0.09,1.52,Call,2026-03-20
510.00,-,114.05,115.22,116.39,0,59,22.08%,0.83,0.0019,-0.09,1.57,Call,2026-03-20
515.00,115.52,109.99,111.13,112.28,0,17,21.79%,0.82,0.0020,-0.09,1.61,Call,2026-03-20
520.00,106.90,105.96,107.08,108.20,0,29,21.50%,0.81,0.0021,-0.09,1.67,Call,2026-03-20
525.00,102.03,101.93,103.05,104.17,0,29,21.20%,0.80,0.0021,-0.09,1.72,Call,2026-03-20
530.00,-,97.97,99.07,100.16,0,29,20.91%,0.79,0.0022,-0.09,1.77,Call,2026-03-20
535.00,-,94.05,95.12,96.19,0,77,20.61%,0.78,0.0023,-0.09,1.82,Call,2026-03-20
540.00,-,90.15,91.21,92.26,0,59,20.32%,0.77,0.0024,-0.09,1.87,Call,2026-03-20
545.00,86.89,86.30,87.34,88.37,0,87,20.02%,0.76,0.0025,-0.09,1.92,Call,2026-03-20
550.00,-,82.51,83.52,84.52,0,244,19.73%,0.75,0.0026,-0.09,1.97,Call,2026-03-20
555.00,79.69,78.81,79.76,80.71,0,55,19.45%,0.73,0.0028,-0.09,2.02,Call,2026-03-20
560.00,77.70,75.10,76.03,76.96,0,37,19.16%,0.72,0.0029,-0.09,2.07,Call,2026-03-20
565.00,75.74,71.44,72.34,73.24,0,16,18.86%,0.71,0.0030,-0.09,2.11,Call,2026-03-20
570.00,-,67.81,68.70,69.58,0,66,18.56%,0.69,0.0031,-0.09,2.16,Call,2026-03-20
575.00,65.99,64.27,65.12,65.97,0,278,18.26%,0.68,0.0032,-0.09,2.20,Call,2026-03-20
580.00,61.60,60.76,61.59,62.42,0,528,17.96%,0.66,0.0033,-0.09,2.24,Call,2026-03-20
585.00,58.55,57.31,58.12,58.92,0,"1,444",17.66%,0.65,0.0034,-0.09,2.28,Call,2026-03-20
590.00,54.50,53.93,54.71,55.49,0,"1,037",17.36%,0.63,0.0035,-0.09,2.32,Call,2026-03-20
595.00,51.00,50.61,51.36,52.12,0,455,17.05%,0.61,0.0037,-0.09,2.35,Call,2026-03-20
600.00,47.83,47.34,48.08,48.82,0,711,16.74%,0.60,0.0038,-0.09,2.38,Call,2026-03-20
605.00,46.00,44.18,44.89,45.59,0,609,16.44%,0.58,0.0039,-0.09,2.40,Call,2026-03-20
610.00,41.40,41.08,41.77,42.45,0,449,16.13%,0.56,0.0040,-0.08,2.42,Call,2026-03-20
615.00,38.16,38.07,38.73,39.38,0,195,15.83%,0.54,0.0041,-0.08,2.44,Call,2026-03-20
620.00,35.37,35.14,35.78,36.41,0,388,15.51%,0.52,0.0042,-0.08,2.45,Call,2026-03-20
625.00,35.24,33.25,33.34,33.42,0,559,15.38%,0.50,0.0042,-0.08,2.45,Call,2026-03-20
630.00,30.00,30.46,30.56,30.66,0,603,15.07%,0.47,0.0043,-0.08,2.44,Call,2026-03-20
635.00,-,27.81,27.91,28.01,0,377,14.77%,0.45,0.0044,-0.07,2.43,Call,2026-03-20
640.00,24.52,25.32,25.40,25.48,0,571,14.48%,0.43,0.0044,-0.07,2.41,Call,2026-03-20
645.00,22.29,22.90,22.99,23.07,0,518,14.19%,0.41,0.0044,-0.07,2.38,Call,2026-03-20
650.00,20.54,20.62,20.72,20.81,0,"4,297",13.90%,0.38,0.0045,-0.07,2.34,Call,2026-03-20
655.00,18.12,18.50,18.59,18.68,0,177,13.65%,0.36,0.0045,-0.06,2.29,Call,2026-03-20
660.00,16.31,16.54,16.63,16.71,0,821,13.39%,0.33,0.0044,-0.06,2.23,Call,2026-03-20
665.00,14.46,14.75,14.83,14.91,0,180,13.17%,0.31,0.0044,-0.06,2.17,Call,2026-03-20
670.00,13.04,13.09,13.16,13.22,0,427,12.95%,0.29,0.0043,-0.05,2.09,Call,2026-03-20
675.00,11.56,11.58,11.64,11.70,0,570,12.75%,0.26,0.0042,-0.05,2.01,Call,2026-03-20
680.00,10.47,10.22,10.29,10.35,0,279,12.58%,0.24,0.0041,-0.05,1.92,Call,2026-03-20
685.00,8.78,8.97,9.04,9.10,0,528,12.41%,0.22,0.0039,-0.04,1.83,Call,2026-03-20
690.00,7.74,7.87,7.93,7.98,0,918,12.26%,0.20,0.0037,-0.04,1.73,Call,2026-03-20
695.00,7.20,6.89,6.94,6.99,0,375,12.13%,0.18,0.0036,-0.04,1.63,Call,2026-03-20
700.00,5.95,6.00,6.06,6.11,0,"2,561",12.00%,0.17,0.0034,-0.03,1.53,Call,2026-03-20
705.00,5.50,5.23,5.28,5.32,0,269,11.90%,0.15,0.0032,-0.03,1.43,Call,2026-03-20
710.00,4.64,4.54,4.59,4.63,0,587,11.79%,0.13,0.0030,-0.03,1.33,Call,2026-03-20
715.00,4.16,3.94,3.99,4.03,0,"1,655",11.71%,0.12,0.0028,-0.03,1.23,Call,2026-03-20
720.00,3.55,3.41,3.45,3.49,0,"1,188",11.63%,0.11,0.0026,-0.02,1.13,Call,2026-03-20
725.00,2.89,2.95,2.99,3.03,0,891,11.56%,0.10,0.0024,-0.02,1.04,Call,2026-03-20
730.00,2.59,2.55,2.59,2.62,0,"2,717",11.50%,0.08,0.0022,-0.02,0.95,Call,2026-03-20
735.00,2.25,2.21,2.24,2.27,0,"3,132",11.46%,0.08,0.0020,-0.02,0.87,Call,2026-03-20
740.00,2.00,1.91,1.94,1.97,0,"5,581",11.43%,0.07,0.0018,-0.02,0.80,Call,2026-03-20
745.00,1.68,1.66,1.69,1.71,0,"4,648",11.40%,0.06,0.0017,-0.01,0.73,Call,2026-03-20
750.00,1.45,1.45,1.47,1.49,0,"19,228",11.39%,0.05,0.0015,-0.01,0.66,Call,2026-03-20
755.00,1.26,1.26,1.29,1.31,0,"18,176",11.39%,0.05,0.0014,-0.01,0.60,Call,2026-03-20
760.00,1.15,1.10,1.13,1.15,0,"11,313",11.40%,0.04,0.0013,-0.01,0.55,Call,2026-03-20
765.00,1.00,0.96,0.99,1.01,0,"9,422",11.41%,0.04,0.0012,-0.01,0.50,Call,2026-03-20
770.00,0.95,0.85,0.87,0.89,0,"7,651",11.44%,0.03,0.0011,-0.01,0.45,Call,2026-03-20
775.00,-,0.75,0.77,0.79,0,462,11.48%,0.03,0.0010,-0.01,0.42,Call,2026-03-20
780.00,-,0.67,0.69,0.71,0,22,11.53%,0.03,0.0009,-0.01,0.38,Call,2026-03-20
785.00,-,0.59,0.61,0.63,0,9,11.57%,0.02,0.0008,-0.01,0.35,Call,2026-03-20
790.00,-,0.53,0.55,0.57,0,25,11.64%,0.02,0.0007,-0.01,0.32,Call,2026-03-20
795.00,0.51,0.48,0.50,0.51,0,"1,149",11.70%,0.02,0.0007,-0.01,0.30,Call,2026-03-20
800.00,0.51,0.43,0.45,0.47,0,"2,002",11.78%,0.02,0.0006,-0.01,0.27,Call,2026-03-20
805.00,-,0.39,0.41,0.43,0,26,11.86%,0.02,0.0006,0.00,0.25,Call,2026-03-20
810.00,-,0.36,0.38,0.39,0,49,11.94%,0.02,0.0005,0.00,0.24,Call,2026-03-20
815.00,-,0.33,0.35,0.36,0,8,12.04%,0.01,0.0005,0.00,0.22,Call,2026-03-20
820.00,-,0.30,0.32,0.34,0,405,12.13%,0.01,0.0004,0.00,0.21,Call,2026-03-20
825.00,-,0.28,0.30,0.31,0,27,12.23%,0.01,0.0004,0.00,0.19,Call,2026-03-20
830.00,-,0.26,0.28,0.29,0,21,12.33%,0.01,0.0004,0.00,0.18,Call,2026-03-20
835.00,-,0.24,0.26,0.27,0,41,12.43%,0.01,0.0004,0.00,0.17,Call,2026-03-20
840.00,-,0.22,0.24,0.26,0,21,12.55%,0.01,0.0003,0.00,0.16,Call,2026-03-20
845.00,0.25,0.21,0.22,0.24,0,18,12.65%,0.01,0.0003,0.00,0.15,Call,2026-03-20
850.00,0.22,0.22,0.23,0.23,0,792,12.86%,0.01,0.0003,0.00,0.15,Call,2026-03-20
295.00,1.74,1.78,1.80,1.82,0,210,37.99%,-0.02,0.0002,-0.01,0.28,Put,2026-03-20
300.00,1.96,1.87,1.89,1.90,0,"2,370",37.51%,-0.02,0.0002,-0.01,0.29,Put,2026-03-20
305.00,-,1.95,1.97,1.99,0,78,37.02%,-0.02,0.0002,-0.01,0.31,Put,2026-03-20
310.00,-,2.04,2.06,2.08,0,129,36.55%,-0.02,0.0002,-0.01,0.32,Put,2026-03-20
315.00,-,2.13,2.15,2.17,0,495,36.07%,-0.02,0.0002,-0.01,0.34,Put,2026-03-20
320.00,2.16,2.23,2.25,2.27,0,356,35.61%,-0.02,0.0003,-0.01,0.35,Put,2026-03-20
325.00,-,2.33,2.35,2.37,0,328,35.15%,-0.03,0.0003,-0.01,0.37,Put,2026-03-20
330.00,-,2.44,2.46,2.48,0,41,34.71%,-0.03,0.0003,-0.02,0.38,Put,2026-03-20
335.00,2.64,2.55,2.57,2.59,0,25,34.26%,-0.03,0.0003,-0.02,0.40,Put,2026-03-20
